route,airline,departure_point,arrival_point,aircraft_model,business_seats,economy_seats,departure_time,arrival_time
FV6446,Rossiya,АПАТИТЫ (ХИБИНЫ),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95N,0,100,08.03.2025 13:55,08.03.2025 15:40
FV6326,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),1,Sukhoi Superjet-100-95N,0,100,08.03.2025 12:50,08.03.2025 15:50
FV6244,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 14:30,08.03.2025 16:10
FV6342,Rossiya,МУРМАНСК,1,Sukhoi Superjet-100-95N,0,100,08.03.2025 14:30,08.03.2025 16:25
FV6560,Rossiya,СОЧИ (АДЛЕР),1,AIRBUS INDUSTRIE A320,12,156,08.03.2025 12:25,08.03.2025 16:45
FV6028,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 15:30,08.03.2025 17:05
FV6272,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 15:30,08.03.2025 17:10
FV6356,Rossiya,МИНЕРАЛЬНЫЕ ВОДЫ,1,A320 Passenger (sharklets),8,150,08.03.2025 13:15,08.03.2025 17:10
FV6856,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 16:30,08.03.2025 18:10
FV6334,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),1,Sukhoi Superjet-100-95N,0,100,08.03.2025 15:15,08.03.2025 18:15
FV6918,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:00,08.03.2025 18:35
FV6428,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:00,08.03.2025 18:40
FV6476,Rossiya,КРАСНОЯРСК,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 18:00,08.03.2025 19:10
FV6496,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:00,08.03.2025 19:40
FV6854,Rossiya,АПАТИТЫ (ХИБИНЫ),1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 17:55,08.03.2025 19:40
FV6114,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:45,08.03.2025 19:45
FV6238,Rossiya,САМАРА (КУРУМОЧ),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95N,0,100,08.03.2025 18:10,08.03.2025 19:45
FV6858,Rossiya,МИНЕРАЛЬНЫЕ ВОДЫ,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 16:00,08.03.2025 20:00
FV6176,Rossiya,МОСКВА (ВНУКОВО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 18:30,08.03.2025 20:05
FV6066,Rossiya,МАХАЧКАЛА,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 16:40,08.03.2025 20:20
FV6308,Rossiya,АРХАНГЕЛЬСК (ТАЛАГИ),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:50,08.03.2025 20:25
FV6516,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 19:00,08.03.2025 20:40
FV6330,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:55,08.03.2025 20:55
FV6116,Rossiya,ВОЛГОГРАД (ГУМРАК),1,AIRBUS INDUSTRIE A320,12,156,08.03.2025 18:35,08.03.2025 21:10
FV6518,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 19:30,08.03.2025 21:10
FV6358,Rossiya,МИНЕРАЛЬНЫЕ ВОДЫ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A320,12,156,08.03.2025 17:20,08.03.2025 21:15
FV6108,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95N,0,100,08.03.2025 19:45,08.03.2025 21:45
FV6574,Rossiya,КРАСНОЯРСК,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 20:45,08.03.2025 21:50
FV6180,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 20:30,08.03.2025 22:05
FV6520,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 20:30,08.03.2025 22:10
FV6964,Rossiya,СТАМБУЛ,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 16:50,08.03.2025 22:10
FV6962,Rossiya,АНТАЛЬЯ,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 16:45,08.03.2025 22:25
FV6346,Rossiya,МУРМАНСК,1,AIRBUS INDUSTRIE A320,12,156,08.03.2025 20:50,08.03.2025 22:35
FV6568,Rossiya,СОЧИ (АДЛЕР),1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 18:45,08.03.2025 22:55
FV6182,Rossiya,МОСКВА (ВНУКОВО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 21:30,08.03.2025 23:05
FV6580,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 21:30,08.03.2025 23:10
FV6404,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,Sukhoi Superjet-100-95N,0,100,08.03.2025 22:25,08.03.2025 23:20
FV6094,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 22:00,08.03.2025 23:40
FV6974,Rossiya,БАКУ (МЕЖДУНАРОДНЫЙ),1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 20:45,08.03.2025 23:55
FV6704,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 22:30,09.03.2025 00:10
FV6340,Rossiya,МУРМАНСК,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95N,0,100,08.03.2025 22:30,09.03.2025 00:30
FV6954,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 23:00,09.03.2025 00:35
FV5992,Rossiya,МОСКВА (ДОМОДЕДОВО),3,AIRBUS INDUSTRIE A319,8,120,08.03.2025 23:00,09.03.2025 00:40
FV6926,Rossiya,ЕРЕВАН (ЗВАРТНОЦ),1,A320 Passenger (sharklets),8,150,08.03.2025 21:30,09.03.2025 00:40
FV6706,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 23:30,09.03.2025 01:10
FV6710,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 00:40,09.03.2025 02:20
FV6562,Rossiya,СОЧИ (АДЛЕР),1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 23:30,09.03.2025 04:10
FV6582,Rossiya,ПЕРМЬ (БОЛЬШОЕ САВИНО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 05:20,09.03.2025 05:45
FV6472,Rossiya,ОМСК (ЦЕНТРАЛЬНЫЙ),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 05:30,09.03.2025 06:20
FV6412,Rossiya,УФА,1,Sukhoi Superjet-100-95B,12,75,09.03.2025 06:05,09.03.2025 06:50
FV6452,Rossiya,ТЮМЕНЬ (РОЩИНО),1,BOEING 737-800,0,189,09.03.2025 05:45,09.03.2025 06:55
FV6442,Rossiya,СУРГУТ,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 05:25,09.03.2025 07:00
FV6402,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 06:15,09.03.2025 07:10
FV6462,Rossiya,ЧЕЛЯБИНСК (БАЛАНДИНО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 06:15,09.03.2025 07:20
FV6454,Rossiya,ОРЕНБУРГ (ЦЕНТРАЛЬНЫЙ),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 06:25,09.03.2025 07:25
FV6588,Rossiya,СЫКТЫВКАР,1,Sukhoi Superjet-100-95B,12,75,09.03.2025 05:35,09.03.2025 07:40
FV6804,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 06:30,09.03.2025 08:10
FV6170,Rossiya,МОСКВА (ВНУКОВО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 07:55,09.03.2025 09:30
FV6596,Rossiya,КАЗАНЬ,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 07:45,09.03.2025 10:00
FV6700,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 08:30,09.03.2025 10:10
FV6162,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:00,09.03.2025 10:35
FV6830,Rossiya,ГОРНО-АЛТАЙСК,1,A320 Passenger (sharklets),8,150,09.03.2025 10:10,09.03.2025 11:15
FV6004,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:30,09.03.2025 12:05
FV6128,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:30,09.03.2025 12:10
FV6304,Rossiya,АРХАНГЕЛЬСК (ТАЛАГИ),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:35,09.03.2025 12:20
FV6324,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:45,09.03.2025 12:40
FV6006,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 11:30,09.03.2025 13:05
FV6980,Rossiya,САМАРКАНД,1,BOEING 737-800,0,189,09.03.2025 10:10,09.03.2025 13:05
FV6168,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 11:30,09.03.2025 13:10
FV6232,Rossiya,САМАРА (КУРУМОЧ),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 12:00,09.03.2025 13:40
FV6482,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 12:00,09.03.2025 13:40
FV6532,Rossiya,АЛМАТЫ,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:25,09.03.2025 13:40
FV6344,Rossiya,МУРМАНСК,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 12:10,09.03.2025 14:00
FV6008,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 12:30,09.03.2025 14:05
FV6106,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 12:05,09.03.2025 14:05
FV6010,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:30,09.03.2025 15:05
FV6060,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:30,09.03.2025 15:10
FV6216,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 14:00,09.03.2025 15:40
FV6446,Rossiya,АПАТИТЫ (ХИБИНЫ),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95N,0,100,09.03.2025 13:55,09.03.2025 15:40
FV6026,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 14:30,09.03.2025 16:05
FV6244,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 14:30,09.03.2025 16:10
FV6342,Rossiya,МУРМАНСК,1,Sukhoi Superjet-100-95N,0,100,09.03.2025 14:30,09.03.2025 16:25
FV6134,Rossiya,ГРОЗНЫЙ,1,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:10,09.03.2025 16:45
FV6560,Rossiya,СОЧИ (АДЛЕР),1,AIRBUS INDUSTRIE A320,12,156,09.03.2025 12:15,09.03.2025 16:45
FV6028,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 15:30,09.03.2025 17:05
FV6272,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 15:30,09.03.2025 17:10
FV6356,Rossiya,МИНЕРАЛЬНЫЕ ВОДЫ,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 13:15,09.03.2025 17:10
FV6768,Rossiya,ПЕНЗА,1,Sukhoi Superjet-100-95N,0,100,09.03.2025 15:20,09.03.2025 17:30
FV6046,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 16:00,09.03.2025 17:40
FV6856,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 16:30,09.03.2025 18:10
FV6334,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 15:15,09.03.2025 18:15
FV6918,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 17:00,09.03.2025 18:35
FV6428,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 17:00,09.03.2025 18:40
FV6476,Rossiya,КРАСНОЯРСК,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 17:40,09.03.2025 18:50
FV6418,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 18:20,09.03.2025 19:25
FV6496,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:00,09.03.2025 19:40
FV6854,Rossiya,АПАТИТЫ (ХИБИНЫ),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 17:55,09.03.2025 19:40
FV6114,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 17:45,09.03.2025 19:45
FV6238,Rossiya,САМАРА (КУРУМОЧ),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95N,0,100,09.03.2025 18:10,09.03.2025 19:45
FV6858,Rossiya,МИНЕРАЛЬНЫЕ ВОДЫ,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 16:00,09.03.2025 20:00
FV6176,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:30,09.03.2025 20:05
FV6066,Rossiya,МАХАЧКАЛА,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 16:40,09.03.2025 20:20
FV6308,Rossiya,АРХАНГЕЛЬСК (ТАЛАГИ),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:50,09.03.2025 20:25
FV6330,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 17:55,09.03.2025 20:40
FV6516,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:00,09.03.2025 20:40
FV6178,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:30,09.03.2025 21:05
FV6574,Rossiya,КРАСНОЯРСК,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 19:55,09.03.2025 21:05
FV6116,Rossiya,ВОЛГОГРАД (ГУМРАК),1,BOEING 737-800,0,189,09.03.2025 18:35,09.03.2025 21:10
FV6518,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:30,09.03.2025 21:10
FV6358,Rossiya,МИНЕРАЛЬНЫЕ ВОДЫ,1,A320 Passenger (sharklets),8,150,09.03.2025 17:20,09.03.2025 21:15
FV6014,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 20:00,09.03.2025 21:35
FV6246,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 20:00,09.03.2025 21:40
FV6108,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 19:45,09.03.2025 21:45
FV6964,Rossiya,СТАМБУЛ,1,A320 Passenger (sharklets),8,150,09.03.2025 16:30,09.03.2025 21:50
FV6180,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 20:30,09.03.2025 22:05
FV6520,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 20:30,09.03.2025 22:10
FV6086,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 20:45,09.03.2025 22:25
FV6016,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 21:00,09.03.2025 22:35
FV6346,Rossiya,МУРМАНСК,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 20:50,09.03.2025 22:35
FV6568,Rossiya,СОЧИ (АДЛЕР),1,BOEING 737-800,0,189,09.03.2025 18:45,09.03.2025 22:55
FV6182,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 21:30,09.03.2025 23:05
FV6580,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 21:30,09.03.2025 23:10
FV6404,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 22:25,09.03.2025 23:20
FV6094,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 22:00,09.03.2025 23:40
FV6448,Rossiya,АПАТИТЫ (ХИБИНЫ),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 21:55,09.03.2025 23:40
FV6414,Rossiya,УФА,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 23:00,09.03.2025 23:55
FV6704,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 22:30,10.03.2025 00:10
FV6328,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 21:30,10.03.2025 00:15
FV6340,Rossiya,МУРМАНСК,1,Sukhoi Superjet-100-95N,0,100,09.03.2025 22:30,10.03.2025 00:30
FV6954,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 23:00,10.03.2025 00:35
FV6926,Rossiya,ЕРЕВАН (ЗВАРТНОЦ),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 21:30,10.03.2025 00:40
FV6706,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,09.03.2025 23:30,10.03.2025 01:10
FV6562,Rossiya,СОЧИ (АДЛЕР),1,AIRBUS INDUSTRIE A320,12,156,09.03.2025 21:05,10.03.2025 01:20
FV6710,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,10.03.2025 00:40,10.03.2025 02:20
FV6582,Rossiya,ПЕРМЬ (БОЛЬШОЕ САВИНО),1,A320 Passenger (sharklets),8,150,10.03.2025 05:20,10.03.2025 05:45
FV6472,Rossiya,ОМСК (ЦЕНТРАЛЬНЫЙ),1,AIRBUS INDUSTRIE A319,8,120,10.03.2025 05:30,10.03.2025 06:20
FV6112,Rossiya,НИЖНЕВАРТОВСК,1,AIRBUS INDUSTRIE A319,8,120,10.03.2025 04:50,10.03.2025 06:30
FV6412,Rossiya,УФА,1,AIRBUS INDUSTRIE A319,8,120,10.03.2025 06:05,10.03.2025 06:50
FV6452,Rossiya,ТЮМЕНЬ (РОЩИНО),1,A320 Passenger (sharklets),8,150,10.03.2025 05:45,10.03.2025 06:55
FV6442,Rossiya,СУРГУТ,1,AIRBUS INDUSTRIE A320,12,156,10.03.2025 05:25,10.03.2025 07:00
FV6402,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,AIRBUS INDUSTRIE A319,8,120,10.03.2025 06:15,10.03.2025 07:10
FV6462,Rossiya,ЧЕЛЯБИНСК (БАЛАНДИНО),1,AIRBUS INDUSTRIE A319,8,120,10.03.2025 06:15,10.03.2025 07:20
FV6454,Rossiya,ОРЕНБУРГ (ЦЕНТРАЛЬНЫЙ),1,AIRBUS INDUSTRIE A319,8,120,10.03.2025 06:25,10.03.2025 07:25
FV6588,Rossiya,СЫКТЫВКАР,1,Sukhoi Superjet-100-95B,12,75,10.03.2025 05:35,10.03.2025 07:40
FV6804,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,10.03.2025 06:30,10.03.2025 08:10
FV6979,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,BOEING 737-800,0,189,09.03.2025 01:50,09.03.2025 08:35
FV6237,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),САМАРА (КУРУМОЧ),Sukhoi Superjet-100-95N,0,100,08.03.2025 13:35,08.03.2025 17:10
FV5564,Rossiya,ХУРГАДА,,BOEING 737-800,0,189,08.03.2025 22:00,09.03.2025 05:40
FV6847,Rossiya,КРАСНОЯРСК,,AIRBUS INDUSTRIE A319,8,120,09.03.2025 07:55,09.03.2025 09:10
FV6231,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 07:40,09.03.2025 11:10
FV6237,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),САМАРА (КУРУМОЧ),Sukhoi Superjet-100-95N,0,100,09.03.2025 13:35,09.03.2025 17:10
FV6581,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 00:05,09.03.2025 04:25
FV6581,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,A320 Passenger (sharklets),8,150,10.03.2025 00:05,10.03.2025 04:25
FV6767,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 12:05,09.03.2025 14:20
FV6793,Rossiya,КРАСНОЯРСК,,BOIENG 737-800 (WINGLETS),12,156,09.03.2025 21:15,09.03.2025 23:45
FV6453,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 00:35,09.03.2025 05:25
FV6453,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:35,10.03.2025 05:25
FV6471,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 21:45,09.03.2025 04:25
FV6845,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,09.03.2025 23:20,10.03.2025 00:30
FV6471,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 21:45,10.03.2025 04:25
FV6861,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,09.03.2025 21:50,09.03.2025 23:15
FV6113,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 14:50,08.03.2025 16:50
FV6107,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),НИЖНИЙ НОВГОРОД (СТРИГИНО),Sukhoi Superjet-100-95N,0,100,08.03.2025 16:50,08.03.2025 18:50
FV6225,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 19:05,08.03.2025 20:30
FV5966,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,,BOEING 737-800,0,189,08.03.2025 14:55,08.03.2025 22:00
FV6349,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:35,09.03.2025 09:05
FV6103,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:35,09.03.2025 10:50
FV6105,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:10,09.03.2025 11:10
FV6229,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:15,09.03.2025 14:30
FV6113,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 14:50,09.03.2025 16:50
FV6107,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 16:50,09.03.2025 18:50
FV6225,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:05,09.03.2025 20:25
FV5980,Rossiya,ХУРГАДА,,BOEING 737-800,0,189,09.03.2025 15:15,09.03.2025 22:20
FV6247,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-900 PASSENGER,0,215,09.03.2025 08:10,09.03.2025 10:10
FV6249,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-800,0,189,09.03.2025 15:00,09.03.2025 16:50
FV6111,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 22:10,10.03.2025 03:40
FV6839,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,10.03.2025 06:55,10.03.2025 12:05
FV6341,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,08.03.2025 11:30,08.03.2025 13:30
FV6345,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A320,12,156,08.03.2025 17:55,08.03.2025 19:55
